id,text,event_date,location,event,start_loc,end_loc,parent_road,cleaned_location,start_lat,start_lng,start_postal_code,end_lat,end_lng,end_postal_code,start_planning_area,start_planning_area_id,start_subzone,start_subzone_id,start_street_name,start_street_id,end_planning_area,end_planning_area_id,end_subzone,end_subzone_id,end_street_name,end_street_id
140,,29/6/2018,LORONG KISMIS,flash_flood,,,,,1.336996,103.766805,598112,,,,BUKIT TIMAH,000006,ANAK BUKIT,000152,LORONG KISMIS,031231,,,,,,
141,,29/6/2018,BUKIT TIMAH,flash_flood,,,,,1.333937,103.792132,276308,,,,BUKIT TIMAH,000006,SWISS CLUB,000153,DUNEARN ROAD,027462,,,,,,
142,,29/6/2018,DUNEARN ROAD,flash_flood,,,,,1.321188,103.825058,297753,,,,NOVENA,000025,DUNEARN,000150,DUNEARN ROAD,025615,,,,,,
143,,19/9/2018,55189 (BUS STOP),flash_flood,,,,,1.382953,103.844225,569845,,,,ANG MO KIO,000052,YIO CHU KANG,000252,ANG MO KIO AVENUE 6,005015,,,,,,
144,,16/10/2018,21229 (BUS STOP),flash_flood,,,,,1.342064,103.71602,648923,,,,JURONG WEST,000013,TAMAN JURONG,000208,CORPORATION ROAD,006366,,,,,,
145,,23/10/2018,21229 (BUS STOP),flash_flood,,,,,1.342064,103.71602,648923,,,,JURONG WEST,000013,TAMAN JURONG,000208,CORPORATION ROAD,006366,,,,,,
146,,10/11/2018,CHOA CHU KANG WAY,flash_flood,,,,,1.377584,103.750314,688786,,,,CHOA CHU KANG,000009,KEAT HONG,000173,CHOA CHU KANG WAY,035087,,,,,,
147,,10/11/2018,CHOA CHU KANG AVENUE 1,flash_flood,,,,,1.37744,103.744383,680253,,,,CHOA CHU KANG,000009,KEAT HONG,000173,HONG SAN WALK,008152,,,,,,
148,,10/11/2018,BUKIT BATOK DRIVING CENTRE,flash_flood,,,,,1.3668,103.750142,659003,,,,BUKIT BATOK,000003,HONG KAH NORTH,000161,BUKIT BATOK WEST AVENUE 5,016467,,,,,,
149,,11/11/2018,LORONG 23 GEYLANG,flash_flood,,,,,1.315461,103.881255,388379,,,,GEYLANG,000053,ALJUNIED,000301,LORONG 23 GEYLANG,037402,,,,,,
150,,11/11/2018,ALJUNIED WEST FLYOVER,flash_flood,,,,,1.319295,103.87634,387381,,,,GEYLANG,000053,ALJUNIED,000301,PAN ISLAND EXPRESSWAY,011247,,,,,,
151,,12/12/2018,42059 (BUS STOP),flash_flood,,,,,1.336445,103.782762,596288,,,,BUKIT TIMAH,000006,SWISS CLUB,000153,DUNEARN ROAD,046206,,,,,,
152,,12/12/2018,41069,flash_flood,,,,,1.326528,103.807586,269733,,,,BUKIT TIMAH,000006,HILLCREST,000191,DUNEARN ROAD,056833,,,,,,
153,,12/12/2018,ORCHID VILLAGE,flash_flood,,,,,1.333111,103.800138,288735,,,,BUKIT TIMAH,000006,HILLCREST,000191,VANDA ROAD,038308,,,,,,
154,,15/12/2018,PSC BUILDING,flash_flood,,,,,1.328863,103.706189,629813,,,,JURONG WEST,000013,KIAN TECK,000105,INTERNATIONAL ROAD,024765,,,,,,
155,,15/12/2018,YUAN CHING ROAD,flash_flood,,,,,1.325468,103.725222,618642,,,,JURONG WEST,000013,TAMAN JURONG,000208,JALAN AHMAD IBRAHIM,037163,,,,,,
156,,20/12/2018,SEMBAWANG PARK,flash_flood,,,,,1.461362,103.8365,757600,,,,SEMBAWANG,000019,SEMBAWANG STRAITS,000295,SEMBAWANG ROAD,001926,,,,,,
157,,19/5/2019,NEO PEE TECK LANE,flash_flood,,,,,1.292623,103.769021,118759,,,,QUEENSTOWN,000017,PASIR PANJANG 1,000025,NEO PEE TECK LANE,035704,,,,,,
158,,3/6/2019,OPHIR ROAD,flash_flood,,,,,1.299961,103.859066,307584,,,,DOWNTOWN CORE,000040,BUGIS,000047,OPHIR ROAD,033461,,,,,,
159,,3/6/2019,COMMONWEALTH LANE,flash_flood,,,,,1.304553,103.797475,149547,,,,QUEENSTOWN,000017,HOLLAND DRIVE,000227,COMMONWEALTH LANE,046474,,,,,,
160,,3/6/2019,CRAIG ROAD,flash_flood,,,,,1.277854,103.842278,089688,,,,OUTRAM,000046,CHINATOWN,000003,CRAIG ROAD,042894,,,,,,
161,,2/12/2019,JURONG EAST STREET 32,flash_flood,,,,,1.346948,103.733825,600314,,,,JURONG EAST,000012,YUHUA WEST,000204,JURONG EAST STREET 32,002281,,,,,,
162,,2/12/2019,CHOA CHU KANG AVE 1,flash_flood,,,,,1.37744,103.744383,680253,,,,CHOA CHU KANG,000009,KEAT HONG,000173,HONG SAN WALK,008152,,,,,,
163,,30/4/2020,LICHI AVENUE,flash_flood,,,,,1.33316,103.876492,367874,,,,TOA PAYOH,000029,SENNETT,000100,LICHI AVENUE,003428,,,,,,
164,,30/4/2020,SERANGOON AVENUE 2,flash_flood,,,,,1.353626,103.867705,550304,,,,SERANGOON,000021,SERANGOON CENTRAL,000177,SERANGOON AVENUE 2,011937,,,,,,
165,,30/4/2020,JALAN TELITI,flash_flood,,,,,1.360393,103.890228,532373,,,,HOUGANG,000011,LORONG AH SOO,000186,JALAN TELITI,052784,,,,,,
166,,30/4/2020,LORONG GAMBIR,flash_flood,,,,,1.345476,103.875567,556140,,,,SERANGOON,000021,UPPER PAYA LEBAR,000201,LORONG GAMBIR,052349,,,,,,
167,,30/4/2020,50 HOUGANG AVENUE 1,flash_flood,,,,,1.360305,103.888083,530211,,,,HOUGANG,000011,LORONG AH SOO,000186,HOUGANG AVENUE 1,003595,,,,,,
168,,30/4/2020,UPPER PAYA LEBAR ROAD,flash_flood,,,,,1.335184,103.888238,534803,,,,TOA PAYOH,000029,JOO SENG,000192,KALLANG PAYA LEBAR EXPRESSWAY,053418,,,,,,
169,,22/5/2020,CRAIG ROAD,flash_flood,,,,,1.277854,103.842278,089688,,,,OUTRAM,000046,CHINATOWN,000003,CRAIG ROAD,042894,,,,,,
170,,23/6/2020,JURONG TOWN HALL ROAD,flash_flood,,,,,1.331977,103.739634,608516,,,,JURONG EAST,000012,JURONG GATEWAY,000097,JURONG TOWN HALL ROAD,055667,,,,,,
171,,23/6/2020,CHANGI FIRE STATION,flash_flood,,,,,1.33488,103.951353,486123,,,,TAMPINES,000047,SIMEI,000196,UPPER CHANGI ROAD,002443,,,,,,
172,,23/6/2020,NEW UPPER CHANGI ROAD,flash_flood,,,,,1.324064,103.940749,461059,,,,BEDOK,000001,BEDOK SOUTH,000157,NEW UPPER CHANGI ROAD,016697,,,,,,
173,,9/7/2020,PSC BUILDING,flash_flood,,,,,1.328863,103.706189,629813,,,,JURONG WEST,000013,KIAN TECK,000105,INTERNATIONAL ROAD,024765,,,,,,
174,,13/8/2020,ALJUNIED ROAD,flash_flood,,,,,1.322313,103.881475,370023,,,,GEYLANG,000053,MACPHERSON,000093,ALJUNIED ROAD,097712,,,,,,
175,,14/8/2020,CRAIG ROAD,flash_flood,,,,,1.277854,103.842278,089688,,,,OUTRAM,000046,CHINATOWN,000003,CRAIG ROAD,042894,,,,,,
176,,14/8/2020,TANJONG PAGAR ROAD,flash_flood,,,,,1.273715,103.842919,088542,,,,DOWNTOWN CORE,000040,ANSON,000033,LIM TECK KIM ROAD,037586,,,,,,
177,,2/11/2020,MOUNT VERNON ROAD,flash_flood,,,,,1.34041,103.879577,361222,,,,TOA PAYOH,000029,JOO SENG,000192,MOUNT VERNON ROAD,041220,,,,,,
178,,2/11/2020,UPPER PAYA LEBAR ROAD,flash_flood,,,,,1.335184,103.888238,534803,,,,TOA PAYOH,000029,JOO SENG,000192,KALLANG PAYA LEBAR EXPRESSWAY,053418,,,,,,
179,,2/11/2020,LORONG GAMBIR,flash_flood,,,,,1.345476,103.875567,556140,,,,SERANGOON,000021,UPPER PAYA LEBAR,000201,LORONG GAMBIR,052349,,,,,,
180,,7/11/2020,ALJUNIED ROAD,flash_flood,,,,,1.322313,103.881475,370023,,,,GEYLANG,000053,MACPHERSON,000093,ALJUNIED ROAD,097712,,,,,,
181,,1/1/2021,LORONG HALUS,flash_flood,,,,,1.386169,103.923226,533850,,,,PASIR RIS,000014,PASIR RIS WAFER FAB PARK,000242,LORONG HALUS,005299,,,,,,
182,,2/1/2021,PASIR RIS STREET 11,flash_flood,,,,,1.364996,103.958511,510136,,,,PASIR RIS,000014,PASIR RIS DRIVE,000168,PASIR RIS STREET 11,043931,,,,,,
183,,23/3/2021,BOON LAY WAY,flash_flood,,,,,1.344351,103.727438,648164,,,,JURONG EAST,000012,LAKESIDE (LEISURE),000209,BOON LAY WAY,024855,,,,,,
184,,23/3/2021,CORPORATION ROAD,flash_flood,,,,,1.338077,103.71708,618310,,,,JURONG WEST,000013,CHIN BEE,000193,CORPORATION ROAD,007874,,,,,,
185,,23/3/2021,ENTERPRISE ROAD,flash_flood,,,,,1.333312,103.705117,629840,,,,JURONG WEST,000013,KIAN TECK,000105,ENTERPRISE ROAD,048492,,,,,,
186,,29/3/2021,VICTORIA STREET,flash_flood,,,,,1.300563,103.855781,188030,,,,ROCHOR,000035,VICTORIA,000048,VICTORIA STREET,041901,,,,,,
187,,17/4/2021,DUNEARN ROAD,flash_flood,,,,,1.321188,103.825058,297753,,,,NOVENA,000025,DUNEARN,000150,DUNEARN ROAD,025615,,,,,,
188,,17/4/2021,SUNGEI ULU PANDAN,flash_flood,,,,,1.317109,103.773462,597596,,,,BUKIT TIMAH,000006,ULU PANDAN,000132,PINE GROVE,009748,,,,,,
189,,12/7/2021,CALTEX BINJAI PARK,flash_flood,,,,,1.335235,103.786793,589821,,,,BUKIT TIMAH,000006,SWISS CLUB,000153,DUNEARN ROAD,011569,,,,,,
190,,20/8/2021,75359 (BUS STOP),flash_flood,,,,,1.374387,103.931479,528764,,,,TAMPINES,000047,TAMPINES NORTH,000169,TAMPINES AVENUE 10,054178,,,,,,
191,,24/8/2021,DUNEARN ROAD,flash_flood,,,,,1.321188,103.825058,297753,,,,NOVENA,000025,DUNEARN,000150,DUNEARN ROAD,025615,,,,,,
192,,30/8/2021,HOUGANG AVENUE 8,flash_flood,,,,,1.373321,103.886366,530583,,,,HOUGANG,000011,HOUGANG WEST,000228,HOUGANG AVENUE 8,011617,,,,,,
193,,30/8/2021,PUNGGOL WEST FLYOVER,flash_flood,,,,,1.398885,103.896382,543287,,,,SENGKANG,000020,SENGKANG TOWN CENTRE,000236,TAMPINES EXPRESSWAY,000245,,,,,,
194,,2/9/2021,PUNGGOL WEST FLYOVER,flash_flood,,,,,1.398885,103.896382,543287,,,,SENGKANG,000020,SENGKANG TOWN CENTRE,000236,TAMPINES EXPRESSWAY,000245,,,,,,
195,,6/9/2021,JURONG EAST STREET 32,flash_flood,,,,,1.346948,103.733825,600314,,,,JURONG EAST,000012,YUHUA WEST,000204,JURONG EAST STREET 32,002281,,,,,,
196,,23/11/2021,JURONG EAST STREET 32,flash_flood,,,,,1.346948,103.733825,600314,,,,JURONG EAST,000012,YUHUA WEST,000204,JURONG EAST STREET 32,002281,,,,,,
197,,27/2/2022,BEDOK NORTH FLYOVER,flash_flood,,,,,1.332028,103.920369,460540,,,,BEDOK,000001,BEDOK NORTH,000095,PAN ISLAND EXPRESSWAY,017536,,,,,,
198,,27/2/2022,REGENT CENTRE,flash_flood,,,,,1.334035,103.899317,408609,,,,GEYLANG,000053,KAMPONG UBI,000099,EUNOS LINK,041734,,,,,,
199,,2/3/2022,209 PUNGGOL PLACE PUNGGOL CREST,flash_flood,,,,,1.398977,103.900937,820209,,,,PUNGGOL,000016,MATILDA,000275,TAMPINES EXPRESSWAY,008009,,,,,,
200,,2/3/2022,BUANGKOK FLYOVER,flash_flood,,,,,1.37684,103.910119,533952,,,,SENGKANG,000020,LORONG HALUS NORTH,000231,BUANGKOK EAST DRIVE,052604,,,,,,
201,,7/3/2022,SUNGEI TENGAH,flash_flood,,,,,1.398992,103.725111,698986,,,,WESTERN WATER CATCHMENT,000032,MURAI,000307,SUNGEI TENGAH ROAD,042676,,,,,,
202,,7/3/2022,JURONG EAST ST 32,flash_flood,,,,,1.346948,103.733825,600314,,,,JURONG EAST,000012,YUHUA WEST,000204,JURONG EAST STREET 32,002281,,,,,,
203,,7/3/2022,ENTERPRISE ROAD,flash_flood,,,,,1.333312,103.705117,629840,,,,JURONG WEST,000013,KIAN TECK,000105,ENTERPRISE ROAD,048492,,,,,,
204,,5/10/2022,LAVENDER MRT,flash_flood,,,,,1.307507,103.862938,208699,,,,KALLANG,000022,LAVENDER,000117,KALLANG ROAD,058880,,,,,,
205,,7/11/2022,BKE EXIT 8,flash_flood,,,,,1.416285,103.770721,738078,,,,SUNGEI KADUT,000028,TURF CLUB,000303,BUKIT TIMAH EXPRESSWAY,037751,,,,,,
206,,12/11/2022,TANAH MERAH MRT,flash_flood,,,,,1.327311,103.946452,465514,,,,BEDOK,000001,BEDOK NORTH,000095,NEW UPPER CHANGI ROAD,027105,,,,,,
207,,11/12/2022,BUANGKOK FLYOVER,flash_flood,,,,,1.37684,103.910119,533952,,,,SENGKANG,000020,LORONG HALUS NORTH,000231,BUANGKOK EAST DRIVE,052604,,,,,,
208,,30/3/2023,KRAMAT LANE,flash_flood,,,,,1.300979,103.842274,228750,,,,ORCHARD,000045,SOMERSET,000079,KRAMAT LANE,043573,,,,,,
209,,30/3/2023,CAVENAGH ROAD,flash_flood,,,,,1.308095,103.84214,229491,,,,NEWTON,000044,ISTANA NEGARA,000074,CAVENAGH ROAD,042072,,,,,,
210,,20/7/2023,42059 (BUS STOP),flash_flood,,,,,1.336445,103.782762,596288,,,,BUKIT TIMAH,000006,SWISS CLUB,000153,DUNEARN ROAD,046206,,,,,,
211,,28/11/2023,21229 (BUS STOP),flash_flood,,,,,1.342064,103.71602,648923,,,,JURONG WEST,000013,TAMAN JURONG,000208,CORPORATION ROAD,006366,,,,,,
212,,3/2/2024,DUNEARN ROAD,flash_flood,,,,,1.321188,103.825058,297753,,,,NOVENA,000025,DUNEARN,000150,DUNEARN ROAD,025615,,,,,,
213,,14/10/2024,DUNEARN ROAD,flash_flood,,,,,1.321188,103.825058,297753,,,,NOVENA,000025,DUNEARN,000150,DUNEARN ROAD,025615,,,,,,
214,"[Risk of Flash Floods]

Due to heavy rain, please avoid this location for the next 1 hour: TPE (Punggol West Flyover) [15:28 hours]",16/11/2024,TPE (Punggol West Flyover),flash_flood_risk,Tampines Expressway Punggol West Flyover,,,Tampines Expressway Punggol West Flyover,1.379707,103.915978,533760,,,,PAYA LEBAR,000054,PAYA LEBAR WEST,000229,TAMPINES ROAD,057352,,,,,,
215,,29/12/2024,DUNEARN ROAD,flash_flood,,,,,1.321188,103.825058,297753,,,,NOVENA,000025,DUNEARN,000150,DUNEARN ROAD,025615,,,,,,
216,"[Risk of Flash Floods]

Due to heavy rain, please avoid this location for the next 1 hour: PIE (towards Changi Airport) after TPE [07:40 hours]",19/3/2025,PIE (towards Changi Airport) after TPE,flash_flood_risk,Pan Island Expressway towards Changi Airport,Tampines Expressway,,Pan Island Expressway towards Changi Airport to Tampines Expressway,1.339305,103.974505,486769,1.3704809,103.9415043,519961,CHANGI,000008,CHANGI AIRPORT,000298,PAN ISLAND EXPRESSWAY,039164,TAMPINES,000047,TAMPINES NORTH,000169,TAMPINES EXPRESSWAY,038008
217,"[Risk of Flash Floods]

Due to heavy rain, please avoid this location for the next 1 hour: Mountbatten Road / Jalan Seaview [14:45 hours]",19/3/2025,Mountbatten Road / Jalan Seaview,flash_flood_risk,Mountbatten Road,Jalan Seaview,,Mountbatten Road and Jalan Seaview,1.3028098,103.8996285,439970,1.3008882,103.896421,438386,MARINE PARADE,000039,KATONG,000072,MOUNTBATTEN ROAD,019479,MARINE PARADE,000039,MOUNTBATTEN,000300,JALAN SEAVIEW,014858
218,"[Risk of Flash Floods]

Due to heavy rain, please avoid this location for the next 1 hour: ECP (towards Changi Airport) after Bayshore Rd Exit [13:40 hours]",20/3/2025,ECP (towards Changi Airport) after Bayshore Rd Exit,flash_flood_risk,East Coast Parkway towards Changi Airport,Bayshore Road Slip,,East Coast Parkway towards Changi Airport to Bayshore Road Slip,1.338224,103.980555,819665,1.312132,103.939068,469986,CHANGI,000008,CHANGI AIRPORT,000298,EAST COAST PARKWAY,054941,BEDOK,000001,BAYSHORE,000136,BAYSHORE ROAD,004623
219,"[Risk of Flash Floods]

Due to heavy rain, please avoid this location for the next 1 hour: Mountbatten Road/Jalan Seaview [13:50 hours]",20/3/2025,Mountbatten Road/Jalan Seaview,flash_flood_risk,Mountbatten Road,Jalan Seaview,,Mountbatten Road and Jalan Seaview,1.3028098,103.8996285,439970,1.3008882,103.896421,438386,MARINE PARADE,000039,KATONG,000072,MOUNTBATTEN ROAD,019479,MARINE PARADE,000039,MOUNTBATTEN,000300,JALAN SEAVIEW,014858
220,"[Risk of Flash Floods]

Due to heavy rain, please avoid this location for the next 1 hour: ECP (towards Changi Airport) at Tanah Merah Coast Road Entrance [10:20 hours]",20/3/2025,ECP (towards Changi Airport) at Tanah Merah Coast Road Entrance,flash_flood_risk,East Coast Parkway towards Changi Airport,Tanah Merah Coast Road Entrance,,East Coast Parkway towards Changi Airport to Tanah Merah Coast Road Entrance,1.338224,103.980555,819665,1.318466,103.984457,498720,CHANGI,000008,CHANGI AIRPORT,000298,EAST COAST PARKWAY,054941,TAMPINES,000047,XILIN,000154,TANAH MERAH COAST ROAD,039698
221,"[Risk of Flash Floods]

Due to heavy rain, please avoid this location for the next 1 hour: Mountbatten Road/Jalan Seaview [01:31 hours]",22/3/2025,Mountbatten Road/Jalan Seaview,flash_flood_risk,Mountbatten Road,Jalan Seaview,,Mountbatten Road and Jalan Seaview,1.3028098,103.8996285,439970,1.3008882,103.896421,438386,MARINE PARADE,000039,KATONG,000072,MOUNTBATTEN ROAD,019479,MARINE PARADE,000039,MOUNTBATTEN,000300,JALAN SEAVIEW,014858
222,"[Risk of Flash Floods]

Due to heavy rain, please avoid this location for the next 1 hour: Thomson Rd (Balestier Rd to Novena Rise) [00:37 hours]",23/3/2025,Thomson Rd (Balestier Rd to Novena Rise),flash_flood_risk,balestier Road,novena rise,Thomson Road,Thomson Road (balestier Road to novena rise),1.3265878,103.8430003,329900,1.3242731,103.8429008,307516,NOVENA,000025,BALESTIER,000175,JALAN DATOH,030101,NOVENA,000025,BALESTIER,000175,NOVENA RISE,039243
223,"[Risk of Flash Floods]

Due to heavy rain, please avoid this location for the next 1 hour: Lor Gambir
 [00:29 hours]",23/3/2025,Lor Gambir,flash_flood_risk,Lorong Gambir,,,Lorong Gambir,1.3461999,103.8744676,536652,,,,SERANGOON,000021,UPPER PAYA LEBAR,000201,JALAN LABU AYER,015356,,,,,,
224,"[Risk of Flash Floods]

Due to heavy rain, please avoid this location for the next 1 hour: Puay Hee Ave (near Siak Kew Ave);
Siang Kuang Ave; [00:28 hours]",23/3/2025,"Puay Hee Ave (near Siak Kew Ave);
Siang Kuang Ave;",flash_flood_risk,Puay Hee Avenue near Siak Kew Avenue Siang Kuang Avenue,,,Puay Hee Avenue near Siak Kew Avenue Siang Kuang Avenue,1.366923,103.801292,678278,,,,CENTRAL WATER CATCHMENT,000007,CENTRAL WATER CATCHMENT,000294,RIFLE RANGE ROAD,045630,,,,,,
225,"[Risk of Flash Floods]

Due to heavy rain, please avoid this location for the next 1 hour: Macpherson Rd OD (Siang Kuang Ave) [00:33 hours]",23/3/2025,Macpherson Rd OD (Siang Kuang Ave),flash_flood_risk,Macpherson Road OD Siang Kuang Avenue,,,Macpherson Road OD Siang Kuang Avenue,1.329601,103.87201,347973,,,,TOA PAYOH,000029,SENNETT,000100,SIANG KUANG AVENUE,054136,,,,,,
226,"[Risk of Flash Floods]

Due to heavy rain, please avoid this location for the next 1 hour: Junction of Toa Payoh Lor 1 and Toa Payoh Lor 2
 [00:23 hours]",23/3/2025,Junction of Toa Payoh Lor 1 and Toa Payoh Lor 2,flash_flood_risk,toa payoh Lorong 1,toa payoh Lorong 2,,toa payoh Lorong 1 and toa payoh Lorong 2,1.33961615,103.85337221643714,310001,1.3325257499999998,103.8473864759364,310157,TOA PAYOH,000029,LORONG 8 TOA PAYOH,000194,LORONG 8 TOA PAYOH,009227,TOA PAYOH,000029,TOA PAYOH CENTRAL,000096,LORONG 2 TOA PAYOH,041401
227,"[Risk of Flash Floods]

Due to heavy rain, please avoid this location for the next 1 hour: Langsat Rd (Everitt Rd North to Lor 106 Changi);
Lor 105 Changi; [00:20 hours]",23/3/2025,"Langsat Rd (Everitt Rd North to Lor 106 Changi);
Lor 105 Changi;",flash_flood_risk,everitt Road north,Lorong 106 changi,Langsat Road,Langsat Road (everitt Road north to Lorong 106 changi),1.3168363,103.9013344,419718,1.3171815,103.9032135,419974,GEYLANG,000053,GEYLANG EAST,000121,EVERITT ROAD NORTH,014344,GEYLANG,000053,GEYLANG EAST,000121,LORONG 106 CHANGI,010418
228,"[Risk of Flash Floods]

Due to heavy rain, please avoid this location for the next 1 hour: Marine Parade Ctrl;
Marine Parade Rd [00:15 hours]",23/3/2025,"Marine Parade Ctrl;
Marine Parade Rd",flash_flood_risk,Marine Parade Ctrl Marine Parade Road,,,Marine Parade Ctrl Marine Parade Road,1.301396,103.905945,449408,,,,MARINE PARADE,000039,MARINE PARADE,000143,MARINE PARADE CENTRAL,010412,,,,,,
229,"[Risk of Flash Floods]

Due to heavy rain, please avoid this location for the next 1 hour: East Coast Rd [00:12 hours]",23/3/2025,East Coast Rd,flash_flood_risk,East Coast Road,,,East Coast Road,1.3065136,103.9057043,428877,,,,MARINE PARADE,000039,KATONG,000072,TEMBELING ROAD,028574,,,,,,
230,"[Risk of Flash Floods]

Due to heavy rain, please avoid this location for the next 1 hour: Upp Paya Lebar Service Rd (Lim Teck Boo Rd to Rochdale Rd);
Jln Lokam (near Upp Paya Lebar Rd);
Thrift Dr (near Jln Usaha); [00:28 hours]",23/3/2025,"Upp Paya Lebar Service Rd (Lim Teck Boo Rd to Rochdale Rd);
Jln Lokam (near Upp Paya Lebar Rd);
Thrift Dr (near Jln Usaha);",flash_flood_risk,lim teck boo Road,rochdale Road,Upper Paya Lebar Service Road,Upper Paya Lebar Service Road (lim teck boo Road to rochdale Road),1.3422987,103.8844939,534878,1.3433183,103.8835973,535823,HOUGANG,000011,TAI SENG,000202,LIM TECK BOO ROAD,053561,HOUGANG,000011,TAI SENG,000202,ROCHDALE ROAD,014573
231,"[Risk of Flash Floods]

Due to heavy rain, please avoid this location for the next 1 hour: Jln Arif [18:35 hours]",5/4/2025,Jln Arif,flash_flood_risk,Jalan Arif,,,Jalan Arif,1.3683562,103.8828034,545114,,,,HOUGANG,000011,KOVAN,000162,JALAN ARIF,015810,,,,,,
232,"[Risk of Flash Floods]

Due to heavy rain, please avoid this location for the next 1 hour: Junction of Toa Payoh Lor 1 and Toa Payoh Lor 2
 [14:11 hours]",13/4/2025,Junction of Toa Payoh Lor 1 and Toa Payoh Lor 2,flash_flood_risk,toa payoh Lorong 1,toa payoh Lorong 2,,toa payoh Lorong 1 and toa payoh Lorong 2,1.33961615,103.85337221643714,310001,1.3325257499999998,103.8473864759364,310157,TOA PAYOH,000029,LORONG 8 TOA PAYOH,000194,LORONG 8 TOA PAYOH,009227,TOA PAYOH,000029,TOA PAYOH CENTRAL,000096,LORONG 2 TOA PAYOH,041401
233,Flash flood subsided at Yishun Ave 7. Issued 1430 hours.,13/4/2025,Yishun Ave 7,flood_subsided,Yishun Avenue 7,,,Yishun Avenue 7,1.4380871,103.8326446,760175,,,,YISHUN,000055,YISHUN WEST,000316,YISHUN AVENUE 7,047066,,,,,,
234,"[Risk of Flash Floods]

Due to heavy rain, please avoid this location for the next 1 hour: Jln Pokok Serunai [14:15 hours]",13/4/2025,Jln Pokok Serunai,flash_flood_risk,Jalan Pokok Serunai,,,Jalan Pokok Serunai,1.3143531,103.9363658,466433,,,,BEDOK,000001,BAYSHORE,000136,JALAN POKOK SERUNAI,041115,,,,,,
235,"[Risk of Flash Floods]

Due to heavy rain, please avoid this location for the next 1 hour: Bt Timah Rd (Wilby Rd to Blackmore Dr) [14:15 hours]",13/4/2025,Bt Timah Rd (Wilby Rd to Blackmore Dr),flash_flood_risk,wilby Road,blackmore Drive,Bukit Timah Road,Bukit Timah Road (wilby Road to blackmore Drive),1.3302335,103.7876928,275982,1.3356733,103.7836073,599987,BUKIT TIMAH,000006,HOLLAND ROAD,000098,WILBY ROAD,031007,BUKIT TIMAH,000006,HOLLAND ROAD,000098,BLACKMORE DRIVE,016789
236,"[FLASH FLOOD OCCURRED]  

Flash flood at KPE (Slip Rd to Buangkok East Drive). Please avoid the area. PUB officers have been deployed to render assistance. Issued 1405 hours.",13/4/2025,KPE (Slip Rd to Buangkok East Drive),flash_flood,slip Road,buangkok east drive,Kallang-Paya Lebar Expressway,Kallang-Paya Lebar Expressway (slip Road to buangkok east drive),1.385923,103.7570677,671634,1.3739123,103.9113798,535191,BUKIT PANJANG,000005,SENJA,000247,WOODLANDS ROAD,007092,PAYA LEBAR,000054,PAYA LEBAR WEST,000229,KALLANG PAYA LEBAR EXPRESSWAY,042615
237,"[Risk of Flash Floods]

Due to heavy rain, please avoid this location for the next 1 hour: Lor Ong Lye (near Lor Lew Lian) [14:12 hours]",13/4/2025,Lor Ong Lye (near Lor Lew Lian),flash_flood_risk,Lorong Ong Lye near Lorong Lew Lian,,,Lorong Ong Lye near Lorong Lew Lian,1.366923,103.801292,678278,,,,CENTRAL WATER CATCHMENT,000007,CENTRAL WATER CATCHMENT,000294,RIFLE RANGE ROAD,045630,,,,,,
238,"[Risk of Flash Floods]

Due to heavy rain, please avoid this location for the next 1 hour: Eng Kong Pl (Greenridge Cres to Eng Kong Gdn) [14:11 hours]",13/4/2025,Eng Kong Pl (Greenridge Cres to Eng Kong Gdn),flash_flood_risk,greenridge Crescent,eng kong gdn,Eng Kong Place,Eng Kong Place (greenridge Crescent to eng kong gdn),1.3336062,103.7662483,598909,1.33712705,103.76904268077236,596463,BUKIT TIMAH,000006,ANAK BUKIT,000152,GREENRIDGE CRESCENT,040526,BUKIT TIMAH,000006,ANAK BUKIT,000152,UPPER TOH TUCK TERRACE,046855
239,Flash flood subsided at KPE (Slip Rd to Buangkok East Drive). Issued 1500 hours.,13/4/2025,KPE (Slip Rd to Buangkok East Drive),flood_subsided,slip Road,buangkok east drive,Kallang-Paya Lebar Expressway,Kallang-Paya Lebar Expressway (slip Road to buangkok east drive),1.385923,103.7570677,671634,1.3739123,103.9113798,535191,BUKIT PANJANG,000005,SENJA,000247,WOODLANDS ROAD,007092,PAYA LEBAR,000054,PAYA LEBAR WEST,000229,KALLANG PAYA LEBAR EXPRESSWAY,042615
240,"[Risk of Flash Floods]

Due to heavy rain, please avoid this location for the next 1 hour: Upp Paya Lebar Service Rd (Lim Teck Boo Rd to Rochdale Rd);
Jln Lokam (near Upp Paya Lebar Rd);
Thrift Dr (near Jln Usaha); [14:03 hours]",13/4/2025,"Upp Paya Lebar Service Rd (Lim Teck Boo Rd to Rochdale Rd);
Jln Lokam (near Upp Paya Lebar Rd);
Thrift Dr (near Jln Usaha);",flash_flood_risk,lim teck boo Road,rochdale Road,Upper Paya Lebar Service Road,Upper Paya Lebar Service Road (lim teck boo Road to rochdale Road),1.3422987,103.8844939,534878,1.3433183,103.8835973,535823,HOUGANG,000011,TAI SENG,000202,LIM TECK BOO ROAD,053561,HOUGANG,000011,TAI SENG,000202,ROCHDALE ROAD,014573
